TIERS_FACTURABLE;TIERS_ASSOCIE;CODE_TRANSMISSION;REGROUPEMENT
RO 99692 DE REFERENCE (RO 99692);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99692 DE REFERENCE (RO 99692);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99692 DE REFERENCE (RO 99692);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99692 DE REFERENCE (RO 99692);MGEN ACCES SANTE (RC 27011000);;
RO 99692 DE REFERENCE (RO 99692);MUTUELLE SORUAL (RC 67100149);;
RO 99692 DE REFERENCE (RO 99692);AME PARTIELLE (RC 75500017);;
RO 99711 DE REFERENCE (RO 99711);MGEN INTERNATIONALE (RC 27777777);;
RO 99711 DE REFERENCE (RO 99711);CMU SORTANT (RC 55555551);;0
RO 99711 DE REFERENCE (RO 99711);MGEN ACCES SANTE (RC 27011000);;
RO 99711 DE REFERENCE (RO 99711);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99711 DE REFERENCE (RO 99711);AME PARTIELLE (RC 75500017);;
RO 99711 DE REFERENCE (RO 99711);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99711 DE REFERENCE (RO 99711);CMU AUTRES (RC 88888888);M;89
RO 99711 DE REFERENCE (RO 99711);MUTUELLE SORUAL (RC 67100149);;
RO 99711 DE REFERENCE (RO 99711);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99711 DE REFERENCE (RO 99711);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99711 DE REFERENCE (RO 99711);CMU CPAM (RC 99999997);M;89
RO 99721 DE REFERENCE (RO 99721);MGEN INTERNATIONALE (RC 27777777);;
RO 99721 DE REFERENCE (RO 99721);CMU SORTANT (RC 55555551);;0
RO 99721 DE REFERENCE (RO 99721);MGEN ACCES SANTE (RC 27011000);;
RO 99721 DE REFERENCE (RO 99721);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99721 DE REFERENCE (RO 99721);AME PARTIELLE (RC 75500017);;
RO 99721 DE REFERENCE (RO 99721);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99721 DE REFERENCE (RO 99721);CMU AUTRES (RC 88888888);M;89
RO 99721 DE REFERENCE (RO 99721);MUTUELLE SORUAL (RC 67100149);;
RO 99721 DE REFERENCE (RO 99721);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99721 DE REFERENCE (RO 99721);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99721 DE REFERENCE (RO 99721);CMU CPAM (RC 99999997);M;89
RO 99731 DE REFERENCE (RO 99731);MGEN INTERNATIONALE (RC 27777777);;
RO 99731 DE REFERENCE (RO 99731);CMU SORTANT (RC 55555551);;0
RO 99731 DE REFERENCE (RO 99731);MGEN ACCES SANTE (RC 27011000);;
RO 99731 DE REFERENCE (RO 99731);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99731 DE REFERENCE (RO 99731);AME PARTIELLE (RC 75500017);;
RO 99731 DE REFERENCE (RO 99731);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99731 DE REFERENCE (RO 99731);CMU AUTRES (RC 88888888);M;89
RO 99731 DE REFERENCE (RO 99731);MUTUELLE SORUAL (RC 67100149);;
RO 99731 DE REFERENCE (RO 99731);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99731 DE REFERENCE (RO 99731);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99731 DE REFERENCE (RO 99731);CMU CPAM (RC 99999997);M;89
RO 99741 DE REFERENCE (RO 99741);MGEN INTERNATIONALE (RC 27777777);;
RO 99741 DE REFERENCE (RO 99741);CMU SORTANT (RC 55555551);;0
RO 99741 DE REFERENCE (RO 99741);MGEN ACCES SANTE (RC 27011000);;
RO 99741 DE REFERENCE (RO 99741);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99741 DE REFERENCE (RO 99741);AME PARTIELLE (RC 75500017);;
RO 99741 DE REFERENCE (RO 99741);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99741 DE REFERENCE (RO 99741);CMU AUTRES (RC 88888888);M;89
RO 99741 DE REFERENCE (RO 99741);MUTUELLE SORUAL (RC 67100149);;
RO 99741 DE REFERENCE (RO 99741);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99741 DE REFERENCE (RO 99741);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99741 DE REFERENCE (RO 99741);CMU CPAM (RC 99999997);M;89
RO 99751 DE REFERENCE (RO 99751);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99751 DE REFERENCE (RO 99751);MGEN INTERNATIONALE (RC 27777777);;
RO 99751 DE REFERENCE (RO 99751);CMU SORTANT (RC 55555551);;0
RO 99751 DE REFERENCE (RO 99751);MGEN ACCES SANTE (RC 27011000);;
RO 99751 DE REFERENCE (RO 99751);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99751 DE REFERENCE (RO 99751);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99751 DE REFERENCE (RO 99751);CMU CPAM (RC 99999997);M;89
RO 99751 DE REFERENCE (RO 99751);CMU AUTRES (RC 88888888);M;89
RO 99751 DE REFERENCE (RO 99751);MUTUELLE SORUAL (RC 67100149);;
RO 99751 DE REFERENCE (RO 99751);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99751 DE REFERENCE (RO 99751);AME PARTIELLE (RC 75500017);;
RO 99761 DE REFERENCE (RO 99761);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99761 DE REFERENCE (RO 99761);MGEN INTERNATIONALE (RC 27777777);;
RO 99761 DE REFERENCE (RO 99761);CMU SORTANT (RC 55555551);;0
RO 99761 DE REFERENCE (RO 99761);MGEN ACCES SANTE (RC 27011000);;
RO 99761 DE REFERENCE (RO 99761);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99761 DE REFERENCE (RO 99761);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99761 DE REFERENCE (RO 99761);CMU CPAM (RC 99999997);M;89
RO 99761 DE REFERENCE (RO 99761);CMU AUTRES (RC 88888888);M;89
RO 99761 DE REFERENCE (RO 99761);MUTUELLE SORUAL (RC 67100149);;
RO 99761 DE REFERENCE (RO 99761);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99761 DE REFERENCE (RO 99761);AME PARTIELLE (RC 75500017);;
RO 99762 DE REFERENCE (RO 99762);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99762 DE REFERENCE (RO 99762);MGEN INTERNATIONALE (RC 27777777);;
RO 99762 DE REFERENCE (RO 99762);CMU SORTANT (RC 55555551);;0
RO 99762 DE REFERENCE (RO 99762);MGEN ACCES SANTE (RC 27011000);;
RO 99762 DE REFERENCE (RO 99762);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99762 DE REFERENCE (RO 99762);AME PARTIELLE (RC 75500017);;
RO 99762 DE REFERENCE (RO 99762);CMU CPAM (RC 99999997);M;89
RO 99762 DE REFERENCE (RO 99762);CMU AUTRES (RC 88888888);M;89
RO 99762 DE REFERENCE (RO 99762);MUTUELLE SORUAL (RC 67100149);;
RO 99762 DE REFERENCE (RO 99762);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99762 DE REFERENCE (RO 99762);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99763 DE REFERENCE (RO 99763);CMU CPAM (RC 99999997);M;89
RO 99763 DE REFERENCE (RO 99763);MGEN ACCES SANTE (RC 27011000);;
RO 99763 DE REFERENCE (RO 99763);CMU SORTANT (RC 55555551);;0
RO 99763 DE REFERENCE (RO 99763);CMU AUTRES (RC 88888888);M;89
RO 99763 DE REFERENCE (RO 99763);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99763 DE REFERENCE (RO 99763);MGEN INTERNATIONALE (RC 27777777);;
RO 99763 DE REFERENCE (RO 99763);MUTUELLE SORUAL (RC 67100149);;
RO 99763 DE REFERENCE (RO 99763);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99763 DE REFERENCE (RO 99763);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99763 DE REFERENCE (RO 99763);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99763 DE REFERENCE (RO 99763);AME PARTIELLE (RC 75500017);;
RO 99764 DE REFERENCE (RO 99764);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99764 DE REFERENCE (RO 99764);CMU SORTANT (RC 55555551);;0
RO 99764 DE REFERENCE (RO 99764);MUTUELLE SORUAL (RC 67100149);;
RO 99764 DE REFERENCE (RO 99764);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99764 DE REFERENCE (RO 99764);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99764 DE REFERENCE (RO 99764);CMU CPAM (RC 99999997);M;89
RO 99764 DE REFERENCE (RO 99764);AME PARTIELLE (RC 75500017);;
RO 99764 DE REFERENCE (RO 99764);CMU AUTRES (RC 88888888);M;89
RO 99764 DE REFERENCE (RO 99764);MGEN INTERNATIONALE (RC 27777777);;
RO 99764 DE REFERENCE (RO 99764);MGEN ACCES SANTE (RC 27011000);;
RO 99764 DE REFERENCE (RO 99764);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99771 DE REFERENCE (RO 99771);MUTUELLE SORUAL (RC 67100149);;
RO 99771 DE REFERENCE (RO 99771);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99771 DE REFERENCE (RO 99771);MGEN ACCES SANTE (RC 27011000);;
RO 99771 DE REFERENCE (RO 99771);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99771 DE REFERENCE (RO 99771);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99771 DE REFERENCE (RO 99771);CMU SORTANT (RC 55555551);;0
RO 99771 DE REFERENCE (RO 99771);MGEN INTERNATIONALE (RC 27777777);;
RO 99771 DE REFERENCE (RO 99771);AME PARTIELLE (RC 75500017);;
RO 99771 DE REFERENCE (RO 99771);CMU AUTRES (RC 88888888);M;89
RO 99771 DE REFERENCE (RO 99771);CMU CPAM (RC 99999997);M;89
RO 99771 DE REFERENCE (RO 99771);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99781 DE REFERENCE (RO 99781);CMU AUTRES (RC 88888888);M;89
RO 99781 DE REFERENCE (RO 99781);CMU CPAM (RC 99999997);M;89
RO 99781 DE REFERENCE (RO 99781);MGEN ACCES SANTE (RC 27011000);;
RO 99781 DE REFERENCE (RO 99781);CMU SORTANT (RC 55555551);;0
RO 99781 DE REFERENCE (RO 99781);MGEN INTERNATIONALE (RC 27777777);;
RO 99781 DE REFERENCE (RO 99781);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99781 DE REFERENCE (RO 99781);AME PARTIELLE (RC 75500017);;
RO 99781 DE REFERENCE (RO 99781);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99781 DE REFERENCE (RO 99781);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99781 DE REFERENCE (RO 99781);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99781 DE REFERENCE (RO 99781);MUTUELLE SORUAL (RC 67100149);;
RO 99791 DE REFERENCE (RO 99791);MUTUELLE SORUAL (RC 67100149);;
RO 99791 DE REFERENCE (RO 99791);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99791 DE REFERENCE (RO 99791);MGEN ACCES SANTE (RC 27011000);;
RO 99791 DE REFERENCE (RO 99791);CMU SORTANT (RC 55555551);;0
RO 99791 DE REFERENCE (RO 99791);AME PARTIELLE (RC 75500017);;
RO 99791 DE REFERENCE (RO 99791);CMU AUTRES (RC 88888888);M;89
RO 99791 DE REFERENCE (RO 99791);MGEN INTERNATIONALE (RC 27777777);;
RO 99791 DE REFERENCE (RO 99791);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99791 DE REFERENCE (RO 99791);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99791 DE REFERENCE (RO 99791);CMU CPAM (RC 99999997);M;89
RO 99791 DE REFERENCE (RO 99791);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99801 DE REFERENCE (RO 99801);MGEN ACCES SANTE (RC 27011000);;
RO 99801 DE REFERENCE (RO 99801);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99801 DE REFERENCE (RO 99801);AME PARTIELLE (RC 75500017);;
RO 99801 DE REFERENCE (RO 99801);CMU CPAM (RC 99999997);M;89
RO 99801 DE REFERENCE (RO 99801);CMU AUTRES (RC 88888888);M;89
RO 99801 DE REFERENCE (RO 99801);CMU SORTANT (RC 55555551);;0
RO 99801 DE REFERENCE (RO 99801);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99801 DE REFERENCE (RO 99801);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99801 DE REFERENCE (RO 99801);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99801 DE REFERENCE (RO 99801);MGEN INTERNATIONALE (RC 27777777);;
RO 99801 DE REFERENCE (RO 99801);MUTUELLE SORUAL (RC 67100149);;
RO 99811 DE REFERENCE (RO 99811);CMU SORTANT (RC 55555551);;0
RO 99811 DE REFERENCE (RO 99811);MGEN ACCES SANTE (RC 27011000);;
RO 99811 DE REFERENCE (RO 99811);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99811 DE REFERENCE (RO 99811);AME PARTIELLE (RC 75500017);;
RO 99811 DE REFERENCE (RO 99811);CMU CPAM (RC 99999997);M;89
RO 99811 DE REFERENCE (RO 99811);CMU AUTRES (RC 88888888);M;89
RO 99811 DE REFERENCE (RO 99811);MUTUELLE SORUAL (RC 67100149);;
RO 99811 DE REFERENCE (RO 99811);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99811 DE REFERENCE (RO 99811);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99811 DE REFERENCE (RO 99811);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99811 DE REFERENCE (RO 99811);MGEN INTERNATIONALE (RC 27777777);;
RO 99831 DE REFERENCE (RO 99831);CMU SORTANT (RC 55555551);;0
RO 99831 DE REFERENCE (RO 99831);MGEN ACCES SANTE (RC 27011000);;
RO 99831 DE REFERENCE (RO 99831);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99831 DE REFERENCE (RO 99831);AME PARTIELLE (RC 75500017);;
RO 99831 DE REFERENCE (RO 99831);CMU CPAM (RC 99999997);M;89
RO 99831 DE REFERENCE (RO 99831);MGEN INTERNATIONALE (RC 27777777);;
RO 99831 DE REFERENCE (RO 99831);MUTUELLE SORUAL (RC 67100149);;
RO 99831 DE REFERENCE (RO 99831);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99831 DE REFERENCE (RO 99831);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99831 DE REFERENCE (RO 99831);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99831 DE REFERENCE (RO 99831);CMU AUTRES (RC 88888888);M;89
RO 99841 DE REFERENCE (RO 99841);CMU SORTANT (RC 55555551);;0
RO 99841 DE REFERENCE (RO 99841);MGEN ACCES SANTE (RC 27011000);;
RO 99841 DE REFERENCE (RO 99841);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99841 DE REFERENCE (RO 99841);AME PARTIELLE (RC 75500017);;
RO 99841 DE REFERENCE (RO 99841);CMU CPAM (RC 99999997);M;89
RO 99841 DE REFERENCE (RO 99841);MGEN INTERNATIONALE (RC 27777777);;
RO 99841 DE REFERENCE (RO 99841);MUTUELLE SORUAL (RC 67100149);;
RO 99841 DE REFERENCE (RO 99841);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99841 DE REFERENCE (RO 99841);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99841 DE REFERENCE (RO 99841);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99841 DE REFERENCE (RO 99841);CMU AUTRES (RC 88888888);M;89
RO 99851 DE REFERENCE (RO 99851);CMU SORTANT (RC 55555551);;0
RO 99851 DE REFERENCE (RO 99851);MGEN ACCES SANTE (RC 27011000);;
RO 99851 DE REFERENCE (RO 99851);AME PARTIELLE (RC 75500017);;
RO 99851 DE REFERENCE (RO 99851);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99851 DE REFERENCE (RO 99851);CMU CPAM (RC 99999997);M;89
RO 99851 DE REFERENCE (RO 99851);MGEN INTERNATIONALE (RC 27777777);;
RO 99851 DE REFERENCE (RO 99851);MUTUELLE SORUAL (RC 67100149);;
RO 99851 DE REFERENCE (RO 99851);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99851 DE REFERENCE (RO 99851);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99851 DE REFERENCE (RO 99851);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99851 DE REFERENCE (RO 99851);CMU AUTRES (RC 88888888);M;89
RO 99861 DE REFERENCE (RO 99861);CMU SORTANT (RC 55555551);;0
RO 99861 DE REFERENCE (RO 99861);MGEN ACCES SANTE (RC 27011000);;
RO 99861 DE REFERENCE (RO 99861);AME PARTIELLE (RC 75500017);;
RO 99861 DE REFERENCE (RO 99861);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99861 DE REFERENCE (RO 99861);CMU CPAM (RC 99999997);M;89
RO 99861 DE REFERENCE (RO 99861);MGEN INTERNATIONALE (RC 27777777);;
RO 99861 DE REFERENCE (RO 99861);MUTUELLE SORUAL (RC 67100149);;
RO 99861 DE REFERENCE (RO 99861);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99861 DE REFERENCE (RO 99861);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99861 DE REFERENCE (RO 99861);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99861 DE REFERENCE (RO 99861);CMU AUTRES (RC 88888888);M;89
RO 99871 DE REFERENCE (RO 99871);CMU SORTANT (RC 55555551);;0
RO 99871 DE REFERENCE (RO 99871);MGEN ACCES SANTE (RC 27011000);;
RO 99871 DE REFERENCE (RO 99871);AME PARTIELLE (RC 75500017);;
RO 99871 DE REFERENCE (RO 99871);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99871 DE REFERENCE (RO 99871);CMU CPAM (RC 99999997);M;89
RO 99871 DE REFERENCE (RO 99871);MGEN INTERNATIONALE (RC 27777777);;
RO 99871 DE REFERENCE (RO 99871);MUTUELLE SORUAL (RC 67100149);;
RO 99871 DE REFERENCE (RO 99871);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99871 DE REFERENCE (RO 99871);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99871 DE REFERENCE (RO 99871);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99871 DE REFERENCE (RO 99871);CMU AUTRES (RC 88888888);M;89
RO 99881 DE REFERENCE (RO 99881);CMU SORTANT (RC 55555551);;0
RO 99881 DE REFERENCE (RO 99881);MGEN ACCES SANTE (RC 27011000);;
RO 99881 DE REFERENCE (RO 99881);AME PARTIELLE (RC 75500017);;
RO 99881 DE REFERENCE (RO 99881);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99881 DE REFERENCE (RO 99881);CMU CPAM (RC 99999997);M;89
RO 99881 DE REFERENCE (RO 99881);MGEN INTERNATIONALE (RC 27777777);;
RO 99881 DE REFERENCE (RO 99881);MUTUELLE SORUAL (RC 67100149);;
RO 99881 DE REFERENCE (RO 99881);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99881 DE REFERENCE (RO 99881);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99881 DE REFERENCE (RO 99881);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99881 DE REFERENCE (RO 99881);CMU AUTRES (RC 88888888);M;89
RO 99891 DE REFERENCE (RO 99891);CMU SORTANT (RC 55555551);;0
RO 99891 DE REFERENCE (RO 99891);MGEN ACCES SANTE (RC 27011000);;
RO 99891 DE REFERENCE (RO 99891);AME PARTIELLE (RC 75500017);;
RO 99891 DE REFERENCE (RO 99891);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99891 DE REFERENCE (RO 99891);CMU CPAM (RC 99999997);M;89
RO 99891 DE REFERENCE (RO 99891);MGEN INTERNATIONALE (RC 27777777);;
RO 99891 DE REFERENCE (RO 99891);MUTUELLE SORUAL (RC 67100149);;
RO 99891 DE REFERENCE (RO 99891);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99891 DE REFERENCE (RO 99891);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99891 DE REFERENCE (RO 99891);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99891 DE REFERENCE (RO 99891);CMU AUTRES (RC 88888888);M;89
RO 99901 DE REFERENCE (RO 99901);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99901 DE REFERENCE (RO 99901);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99901 DE REFERENCE (RO 99901);CMU CPAM (RC 99999997);M;89
RO 99901 DE REFERENCE (RO 99901);MGEN INTERNATIONALE (RC 27777777);;
RO 99901 DE REFERENCE (RO 99901);AME PARTIELLE (RC 75500017);;
RO 99901 DE REFERENCE (RO 99901);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99901 DE REFERENCE (RO 99901);CMU SORTANT (RC 55555551);;0
RO 99901 DE REFERENCE (RO 99901);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99901 DE REFERENCE (RO 99901);CMU AUTRES (RC 88888888);M;89
RO 99901 DE REFERENCE (RO 99901);MGEN ACCES SANTE (RC 27011000);;
RO 99901 DE REFERENCE (RO 99901);MUTUELLE SORUAL (RC 67100149);;
RO 99911 DE REFERENCE (RO 99911);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99911 DE REFERENCE (RO 99911);AME PARTIELLE (RC 75500017);;
RO 99911 DE REFERENCE (RO 99911);MGEN ACCES SANTE (RC 27011000);;
RO 99911 DE REFERENCE (RO 99911);CMU SORTANT (RC 55555551);;0
RO 99911 DE REFERENCE (RO 99911);MGEN INTERNATIONALE (RC 27777777);;
RO 99911 DE REFERENCE (RO 99911);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99911 DE REFERENCE (RO 99911);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99911 DE REFERENCE (RO 99911);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99911 DE REFERENCE (RO 99911);MUTUELLE SORUAL (RC 67100149);;
RO 99911 DE REFERENCE (RO 99911);CMU AUTRES (RC 88888888);M;89
RO 99911 DE REFERENCE (RO 99911);CMU CPAM (RC 99999997);M;89
RO 99921 DE REFERENCE (RO 99921);CMU AUTRES (RC 88888888);M;89
RO 99921 DE REFERENCE (RO 99921);MGEN INTERNATIONALE (RC 27777777);;
RO 99921 DE REFERENCE (RO 99921);MGEN ACCES SANTE (RC 27011000);;
RO 99921 DE REFERENCE (RO 99921);MUTUELLE SORUAL (RC 67100149);;
RO 99921 DE REFERENCE (RO 99921);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99921 DE REFERENCE (RO 99921);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99921 DE REFERENCE (RO 99921);CMU SORTANT (RC 55555551);;0
RO 99921 DE REFERENCE (RO 99921);CMU CPAM (RC 99999997);M;89
RO 99921 DE REFERENCE (RO 99921);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99921 DE REFERENCE (RO 99921);AME PARTIELLE (RC 75500017);;
RO 99921 DE REFERENCE (RO 99921);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99931 DE REFERENCE (RO 99931);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99931 DE REFERENCE (RO 99931);MGEN INTERNATIONALE (RC 27777777);;
RO 99931 DE REFERENCE (RO 99931);CMU SORTANT (RC 55555551);;0
RO 99931 DE REFERENCE (RO 99931);AME PARTIELLE (RC 75500017);;
RO 99931 DE REFERENCE (RO 99931);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99931 DE REFERENCE (RO 99931);CMU CPAM (RC 99999997);M;89
RO 99931 DE REFERENCE (RO 99931);CMU AUTRES (RC 88888888);M;89
RO 99931 DE REFERENCE (RO 99931);MUTUELLE SORUAL (RC 67100149);;
RO 99931 DE REFERENCE (RO 99931);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99931 DE REFERENCE (RO 99931);MGEN ACCES SANTE (RC 27011000);;
RO 99931 DE REFERENCE (RO 99931);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99939 DE REFERENCE (RO 99939);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99939 DE REFERENCE (RO 99939);MGEN INTERNATIONALE (RC 27777777);;
RO 99939 DE REFERENCE (RO 99939);CMU SORTANT (RC 55555551);;0
RO 99939 DE REFERENCE (RO 99939);CAMIEG RC  (RC 92006089);;
RO 99939 DE REFERENCE (RO 99939);AME PARTIELLE (RC 75500017);;
RO 99939 DE REFERENCE (RO 99939);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99939 DE REFERENCE (RO 99939);CMU CPAM (RC 99999997);M;89
RO 99939 DE REFERENCE (RO 99939);CMU AUTRES (RC 88888888);M;89
RO 99939 DE REFERENCE (RO 99939);MUTUELLE SORUAL (RC 67100149);;
RO 99939 DE REFERENCE (RO 99939);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99939 DE REFERENCE (RO 99939);MGEN ACCES SANTE (RC 27011000);;
RO 99939 DE REFERENCE (RO 99939);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99941 DE REFERENCE (RO 99941);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99941 DE REFERENCE (RO 99941);MGEN INTERNATIONALE (RC 27777777);;
RO 99941 DE REFERENCE (RO 99941);CMU SORTANT (RC 55555551);;0
RO 99941 DE REFERENCE (RO 99941);AME PARTIELLE (RC 75500017);;
RO 99941 DE REFERENCE (RO 99941);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99941 DE REFERENCE (RO 99941);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99941 DE REFERENCE (RO 99941);CMU AUTRES (RC 88888888);M;89
RO 99941 DE REFERENCE (RO 99941);MUTUELLE SORUAL (RC 67100149);;
RO 99941 DE REFERENCE (RO 99941);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99941 DE REFERENCE (RO 99941);MGEN ACCES SANTE (RC 27011000);;
RO 99941 DE REFERENCE (RO 99941);CMU CPAM (RC 99999997);M;89
RO 99951 DE REFERENCE (RO 99951);MGEN INTERNATIONALE (RC 27777777);;
RO 99951 DE REFERENCE (RO 99951);ACS CONTRAT A - BASE (RC 11111119);M;91
RO 99951 DE REFERENCE (RO 99951);CMU SORTANT (RC 55555551);;0
RO 99951 DE REFERENCE (RO 99951);AME PARTIELLE (RC 75500017);;
RO 99951 DE REFERENCE (RO 99951);ACS CONTRAT C - PREMIUM (RC 33333337);M;93
RO 99951 DE REFERENCE (RO 99951);ACS CONTRAT B - MEDIUM (RC 22222228);M;92
RO 99951 DE REFERENCE (RO 99951);CMU AUTRES (RC 88888888);M;89
RO 99951 DE REFERENCE (RO 99951);MUTUELLE SORUAL (RC 67100149);;
RO 99951 DE REFERENCE (RO 99951);MGEN SANTE PREVOYANCE (RC 27200000);;
RO 99951 DE REFERENCE (RO 99951);MGEN ACCES SANTE (RC 27011000);;
RO 99951 DE REFERENCE (RO 99951);CMU CPAM (RC 99999997);M;89
RO 99971 DE REFERENCE (RO 99971);MGEN ACCES SANTE (RC 27011000);;
